NDat,NTaxDat,NChrDat,NRefDat,NCstDat,ValDat,MinDat,MaxDat,NotesDat,NDacDat,NRankDat,NDqsDat,NUsrcrDat,DcrDat,NUsrupDat,DupDat,DeleteDat,NUsrdelDat,DdelDat,PseudoDat,HistoryDat
319305,Nelumbo lutea,109. Dichogamy (D1),Kusuma et al 2020 (MolBiolReport),109. Dichogamy (D1): (1) protogynous,,,,,explicit from the text (described as such),species,,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nelumbo lutea / 109. Dichogamy (D1): (1) protogynous [Kusuma et al 2020, Sylvain Glémin, 15/04/2021]"
319306,Nelumbo lutea,108. Herkogamy (D1),Liao et al 2013 (JSystEvol),108. Herkogamy (D1): (2) distyly,,,,,explicit from the text (described as such),species,,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nelumbo lutea / 108. Herkogamy (D1): (2) distyly [Liao et al 2013, Sylvain Glémin, 15/04/2021]"
319307,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,1,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 1.00 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319308,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,1,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 1.00 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319309,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,1,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 1.00 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319310,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,1,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,Sylvain Glémin,15-Apr-21,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 2.00 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}_x000D_[Updated by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1):"
319311,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,1,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 1.00 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319312,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,1,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 1.00 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319313,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,1,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 1.00 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319314,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,1,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 1.00 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319315,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.83,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.83 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319316,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.72,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.72 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319317,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.72,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.72 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319318,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.72,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.72 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319319,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.71,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.71 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319320,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.64,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.64 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319321,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.6,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.60 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319322,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.6,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.60 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319323,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.51,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.51 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319324,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.45,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.45 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319325,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.42,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.42 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319326,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.42,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.42 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319327,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.35,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.35 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319328,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.35,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.35 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319329,Nymphoides peltata,84. Outcrossing rate (C1),Liao et al 2013 (JSystEvol),,0.24,,,"7 Microsatellites
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,15-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 15/04/2021] Nymphoides peltata / 84. Outcrossing rate (C1): 0.24 [Liao et al 2013, Sylvain Glémin, 15/04/2021] {7 Microsatellites
Fis}"
319365,Arum maculatum,652. Pseudanthium type (D1),FloraEuropaea 1964-93 (book),652. Pseudanthium type (D1): (3) hyperfloral with pseudocorolla,,,,,interpreted from the text,species,2,Jos Käfer,16-Apr-21,,,0,,,0,"[Created by Jos Käfer on 16/04/2021] Arum maculatum / 652. Pseudanthium type (D1): (3) hyperfloral with pseudocorolla [FloraEuropaea 1964-93, Jos Käfer, 16/04/2021]"
319367,Albizia julibrissin,15561. Fruit dehiscence (D1),Flora of China 2021 (website),15561. Fruit dehiscence (D1): (0) dehiscent,,,,Legume,interpreted from the text,species,3,Jos Käfer,16-Apr-21,,,0,,,0,"[Created by Jos Käfer on 16/04/2021] Albizia julibrissin / 15561. Fruit dehiscence (D1): (0) dehiscent [Flora of China 2021, Jos Käfer, 16/04/2021] {Legume}"
319728,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.19,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.19 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319729,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.21,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.21 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319730,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.25,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.25 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319731,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.28,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.28 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319732,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.28,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.28 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319733,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.28,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.28 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319734,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.29,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.29 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319735,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.3,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.30 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319736,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.32,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.32 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319737,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.32,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.32 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319738,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.33,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.33 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319739,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.35,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.35 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319740,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.37,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.37 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319741,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.37,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.37 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319742,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.39,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.39 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319743,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.44,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.44 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319744,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.45,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.45 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319745,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.52,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.52 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319746,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,0.66,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 0.66 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319747,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,1,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 1.00 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319748,Panax quinquefolius,84. Outcrossing rate (C1),Cruse-Sanders and Hamrick 2004 (AmJBot),,1,,,"16 Allozymes
Fis",explicit from the text (described as such),species,1,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 84. Outcrossing rate (C1): 1.00 [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {16 Allozymes
Fis}"
319749,Panax quinquefolius,80. Phenotypic mating system (D1),Cruse-Sanders and Hamrick 2004 (AmJBot),80. Phenotypic mating system (D1): (2) mixed,,,,,explicit from the text (described as such),species,,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 80. Phenotypic mating system (D1): (2) mixed [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021]"
319750,Panax quinquefolius,20503. Fruit color (D1),Cruse-Sanders and Hamrick 2004 (AmJBot),20503. Fruit color (D1): (0) red,,,,,explicit from the text (described as such),species,,Sylvain Glémin,18-Apr-21,Sylvain Glémin,18-Apr-21,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 20503. Fruit color (D1): (2) green [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021]_x000D_[Updated by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 20503. Fruit color (D1): (0) re"
319751,Panax quinquefolius,1. Habit (D1),Cruse-Sanders and Hamrick 2004 (AmJBot),1. Habit (D1): (3) herb,,,,,explicit from the text (described as such),species,,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 1. Habit (D1): (3) herb [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021]"
319752,Panax quinquefolius,5. Life history (D1),Cruse-Sanders and Hamrick 2004 (AmJBot),5. Life history (D1): (4) polycarpic perennial,,,,"Perennial explicit, polycarpic interepreted from the description of plants of different ages",interpreted from the text,species,,Sylvain Glémin,18-Apr-21,,,0,,,0,"[Created by Sylvain Glémin on 18/04/2021] Panax quinquefolius / 5. Life history (D1): (4) polycarpic perennial [Cruse-Sanders and Hamrick 2004, Sylvain Glémin, 18/04/2021] {Perennial explicit, polycarpic interepreted from the description of plants of diff"
